,x_UTM18N,y_UTM18N,FGRAVFL15
12638,238567.0,4208304.11,-5.94
12639,238548.61,4208281.63,-6.0
12640,238530.18,4208259.17,-6.06
12641,238511.73,4208236.75,-6.13
12642,238493.26,4208214.34,-6.19
12643,238474.81,4208191.93,-6.26
12644,238456.37,4208169.5,-6.33
12645,238437.97,4208147.0,-6.4
12646,238419.58,4208124.46,-6.47
12647,238401.2,4208101.84,-6.54
12648,238382.81,4208079.16,-6.61
12649,238364.41,4208056.42,-6.68
12650,238345.97,4208033.62,-6.76
12651,238327.51,4208010.74,-6.83
12652,238309.02,4207987.74,-6.91
12653,238290.55,4207964.62,-6.98
12654,238272.1,4207941.36,-7.06
12655,238253.68,4207917.95,-7.13
12656,238235.31,4207894.42,-7.21
12657,238216.99,4207870.81,-7.29
12658,238198.69,4207847.19,-7.36
12659,238180.4,4207823.6,-7.44
12660,238162.08,4207800.09,-7.51
12661,238143.73,4207776.69,-7.58
12662,238125.32,4207753.41,-7.65
12663,238106.83,4207730.26,-7.72
12664,238088.26,4207707.23,-7.79
12665,238069.58,4207684.29,-7.86
12666,238050.81,4207661.45,-7.92
12667,238031.96,4207638.69,-7.98
12668,238013.04,4207616.0,-8.04
12669,237994.07,4207593.37,-8.1
12670,237975.08,4207570.77,-8.16
12671,237956.09,4207548.18,-8.21
12672,237937.13,4207525.56,-8.26
12673,237918.2,4207502.91,-8.31
12674,237899.31,4207480.2,-8.36
12675,237880.43,4207457.44,-8.4
12676,237861.59,4207434.63,-8.45
12677,237842.77,4207411.78,-8.48
12678,237823.96,4207388.91,-8.52
12679,237805.2,4207366.0,-8.55
12680,237786.49,4207343.07,-8.58
12681,237767.83,4207320.1,-8.61
12682,237749.23,4207297.09,-8.64
12683,237730.69,4207274.05,-8.66
12684,237712.19,4207250.99,-8.68
12685,237693.74,4207227.92,-8.7
12686,237675.35,4207204.86,-8.72
12687,237657.03,4207181.81,-8.73
12688,237638.79,4207158.78,-8.74
12689,237620.65,4207135.76,-8.75
12690,237602.6,4207112.74,-8.76
12691,237584.63,4207089.73,-8.76
12692,237566.68,4207066.76,-8.77
12693,237548.71,4207043.82,-8.77
12694,237530.69,4207020.95,-8.77
12695,237512.59,4206998.16,-8.77
12696,237494.43,4206975.47,-8.77
12697,237476.22,4206952.84,-8.77
12698,237457.98,4206930.27,-8.77
12699,237439.72,4206907.72,-8.76
12700,237421.46,4206885.2,-8.76
12701,237403.18,4206862.71,-8.76
12702,237384.83,4206840.27,-8.75
12703,237366.4,4206817.89,-8.75
12704,237347.88,4206795.6,-8.74
12705,237329.25,4206773.43,-8.74
12706,237310.55,4206751.34,-8.74
12707,237291.82,4206729.32,-8.74
12708,237273.1,4206707.34,-8.73
12709,237254.45,4206685.34,-8.73
12710,237235.91,4206663.3,-8.74
12711,237217.51,4206641.21,-8.74
12712,237199.29,4206619.02,-8.75
12713,237181.24,4206596.72,-8.76
12714,237163.41,4206574.31,-8.77
12715,237145.79,4206551.75,-8.79
12716,237128.43,4206529.05,-8.81
12717,237111.34,4206506.15,-8.83
12718,237094.56,4206483.07,-8.86
12719,237078.1,4206459.77,-8.89
12720,237061.99,4206436.27,-8.92
12721,237046.23,4206412.56,-8.96
12722,237030.81,4206388.66,-9.01
12723,237015.75,4206364.58,-9.06
12724,237001.05,4206340.31,-9.11
12725,236986.68,4206315.88,-9.16
12726,236972.64,4206291.26,-9.22
12727,236958.92,4206266.48,-9.29
12728,236945.48,4206241.56,-9.35
12729,236932.29,4206216.51,-9.42
12730,236919.34,4206191.36,-9.5
12731,236753.45,4206387.21,-8.61
12732,236771.53,4206408.0,-8.56
12733,236789.69,4206428.7,-8.51
12734,236807.89,4206449.33,-8.47
12735,236826.08,4206469.92,-8.43
12736,236844.24,4206490.52,-8.4
12737,236862.32,4206511.17,-8.36
12738,236880.3,4206531.91,-8.33
12739,236898.17,4206552.79,-8.31
12740,236915.94,4206573.81,-8.28
12741,236933.62,4206594.99,-8.26
12742,236951.23,4206616.29,-8.24
12743,236968.78,4206637.7,-8.22
12744,236986.27,4206659.24,-8.21
12745,237003.71,4206680.91,-8.2
12746,237021.07,4206702.71,-8.19
12747,237038.37,4206724.63,-8.18
12748,237055.6,4206746.66,-8.18
12749,237072.81,4206768.76,-8.17
12750,237090.01,4206790.93,-8.17
12751,237107.21,4206813.12,-8.17
12752,237124.4,4206835.33,-8.18
12753,237141.57,4206857.56,-8.18
12754,237158.71,4206879.81,-8.19
12755,237175.77,4206902.1,-8.19
12756,237192.75,4206924.43,-8.2
12757,237209.68,4206946.8,-8.21
12758,237226.59,4206969.19,-8.22
12759,237243.55,4206991.6,-8.23
12760,237260.61,4207013.97,-8.24
12761,237277.86,4207036.32,-8.25
12762,237295.33,4207058.6,-8.27
12763,237313.04,4207080.82,-8.28
12764,237330.97,4207102.94,-8.29
12765,237349.09,4207124.96,-8.31
12766,237367.37,4207146.9,-8.32
12767,237385.74,4207168.73,-8.33
12768,237404.19,4207190.48,-8.34
12769,237422.7,4207212.16,-8.35
12770,237441.25,4207233.78,-8.36
12771,237459.83,4207255.4,-8.37
12772,237478.45,4207277.02,-8.38
12773,237497.1,4207298.67,-8.38
12774,237515.77,4207320.41,-8.38
12775,237534.43,4207342.22,-8.38
12776,237553.1,4207364.13,-8.38
12777,237571.72,4207386.15,-8.37
12778,237590.31,4207408.28,-8.37
12779,237608.83,4207430.51,-8.36
12780,237627.27,4207452.84,-8.34
12781,237645.6,4207475.25,-8.33
12782,237663.81,4207497.72,-8.31
12783,237681.86,4207520.25,-8.29
12784,237699.74,4207542.83,-8.26
12785,237717.45,4207565.46,-8.24
12786,237734.99,4207588.12,-8.21
12787,237752.39,4207610.82,-8.18
12788,237769.69,4207633.54,-8.14
12789,237786.93,4207656.26,-8.11
12790,237804.14,4207678.95,-8.07
12791,237821.35,4207701.59,-8.02
12792,237838.62,4207724.13,-7.98
12793,237855.97,4207746.56,-7.94
12794,237873.4,4207768.87,-7.89
12795,237890.94,4207791.06,-7.84
12796,237908.57,4207813.13,-7.79
12797,237926.28,4207835.11,-7.73
12798,237944.05,4207857.01,-7.68
12799,237961.84,4207878.83,-7.62
12800,237979.64,4207900.58,-7.56
12801,237997.43,4207922.24,-7.5
12802,238015.21,4207943.83,-7.44
12803,238032.96,4207965.31,-7.38
12804,238050.69,4207986.72,-7.31
12805,238068.38,4208008.07,-7.25
12806,238086.05,4208029.41,-7.18
12807,238103.7,4208050.76,-7.12
12808,238121.37,4208072.15,-7.05
12809,238139.07,4208093.6,-6.98
12810,238156.84,4208115.12,-6.91
12811,238174.68,4208136.71,-6.85
12812,238192.57,4208158.35,-6.78
12813,238210.47,4208180.05,-6.71
12814,238228.33,4208201.81,-6.64
12815,238246.14,4208223.62,-6.57
12816,238263.84,4208245.48,-6.5
12817,238281.49,4208267.4,-6.43
12818,238299.11,4208289.35,-6.36
12819,238316.75,4208311.29,-6.29
12820,238334.45,4208333.22,-6.22
12821,238352.25,4208355.11,-6.16
12822,238370.11,4208376.93,-6.09
12823,238388.01,4208398.71,-6.03
12824,238405.88,4208420.46,-5.96
12825,238423.68,4208442.2,-5.9
12826,238441.34,4208463.94,-5.84
12827,238458.88,4208485.69,-5.78
12828,238476.27,4208507.45,-5.72
12829,238493.51,4208529.23,-5.66
12830,238510.65,4208550.99,-5.61
12831,238527.7,4208572.74,-5.55
12832,238544.68,4208594.46,-5.5
12833,238561.63,4208616.17,-5.45
12834,238578.58,4208637.86,-5.4
12835,238595.6,4208659.56,-5.35
12836,238612.73,4208681.25,-5.3
12837,238630.0,4208702.95,-5.26
12838,238647.44,4208724.66,-5.21
12839,238665.03,4208746.36,-5.16
12840,238682.74,4208768.06,-5.12
12841,238700.54,4208789.74,-5.08
12842,238718.38,4208811.44,-5.03
12843,238736.24,4208833.12,-4.99
12844,238754.14,4208854.81,-4.95
12845,238772.09,4208876.5,-4.91
12846,238790.15,4208898.18,-4.88
12847,238808.35,4208919.83,-4.84
12848,238826.72,4208941.46,-4.8
12849,238845.27,4208963.05,-4.76
12850,238863.97,4208984.64,-4.73
12851,238882.76,4209006.24,-4.69
12852,238901.57,4209027.87,-4.66
12853,238920.35,4209049.58,-4.62
12854,238939.04,4209071.37,-4.59
12855,238957.61,4209093.26,-4.55
12856,238976.03,4209115.26,-4.52
12857,238994.3,4209137.37,-4.49
12858,239012.41,4209159.59,-4.45
12859,239030.37,4209181.9,-4.42
12860,239048.19,4209204.26,-4.39
12861,239065.9,4209226.68,-4.36
12862,239083.51,4209249.15,-4.33
12863,239101.01,4209271.63,-4.29
12864,239118.43,4209294.13,-4.26
12865,239135.78,4209316.63,-4.23
12866,239153.07,4209339.14,-4.2
12867,239170.31,4209361.65,-4.18
12868,239187.53,4209384.18,-4.15
12869,239204.74,4209406.73,-4.12
12870,239221.97,4209429.29,-4.09
12871,239239.22,4209451.87,-4.07
12872,239256.52,4209474.47,-4.04
12873,239273.82,4209497.1,-4.02
12874,239291.14,4209519.77,-3.99
12875,239308.46,4209542.47,-3.97
12876,239325.78,4209565.18,-3.95
12877,239343.11,4209587.88,-3.93
12878,239360.46,4209610.56,-3.91
12879,239377.86,4209633.18,-3.9
12880,239395.31,4209655.69,-3.88
12881,239412.83,4209678.08,-3.87
12882,239430.4,4209700.35,-3.86
12883,239448.02,4209722.49,-3.85
12884,239465.65,4209744.52,-3.85
12885,239483.25,4209766.47,-3.84
12886,239500.86,4209788.37,-3.84
12887,239518.45,4209810.24,-3.85
12888,239536.07,4209832.09,-3.85
12889,239553.7,4209853.92,-3.86
12890,239571.38,4209875.74,-3.87
12891,239589.1,4209897.55,-3.88
12892,239606.84,4209919.37,-3.9
12893,239624.58,4209941.21,-3.92
12894,239642.3,4209963.09,-3.94
12895,239659.96,4209985.04,-3.97
12896,239677.58,4210007.04,-4.0
12897,239695.15,4210029.09,-4.03
12898,239712.72,4210051.16,-4.07
12899,239730.3,4210073.21,-4.11
12900,239747.94,4210095.21,-4.15
12901,239765.62,4210117.15,-4.2
12902,239783.37,4210139.01,-4.25
12903,239801.17,4210160.8,-4.3
12904,239819.04,4210182.53,-4.36
12905,239836.95,4210204.22,-4.42
12906,239854.92,4210225.88,-4.48
12907,239872.95,4210247.51,-4.54
12908,239891.04,4210269.13,-4.61
12909,239909.18,4210290.74,-4.68
12910,239927.38,4210312.35,-4.75
12911,239945.6,4210333.98,-4.83
12912,239963.83,4210355.64,-4.91
12913,239982.06,4210377.35,-4.99
12914,240000.29,4210399.1,-5.07
12915,240018.53,4210420.89,-5.15
12916,240036.79,4210442.7,-5.23
12917,240055.09,4210464.52,-5.32
12918,240073.43,4210486.37,-5.4
12919,240091.81,4210508.26,-5.49
12920,240110.24,4210530.21,-5.58
12921,240128.73,4210552.24,-5.67
12922,240147.29,4210574.33,-5.75
12923,240165.96,4210596.48,-5.84
12924,240184.73,4210618.65,-5.93
12925,240203.61,4210640.78,-6.02
12926,240222.61,4210662.84,-6.1
12927,240241.69,4210684.81,-6.19
12928,240260.82,4210706.65,-6.27
12929,240280.02,4210728.39,-6.35
12930,240299.28,4210750.01,-6.43
12931,240318.6,4210771.55,-6.5
12932,240337.97,4210793.04,-6.58
12933,240357.38,4210814.52,-6.65
12934,240376.76,4210836.05,-6.72
12935,240396.06,4210857.69,-6.78
12936,240415.23,4210879.49,-6.84
12937,240434.21,4210901.49,-6.9
12938,240453.01,4210923.71,-6.95
12939,240471.62,4210946.12,-7.0
12940,240490.09,4210968.72,-7.05
12941,240508.43,4210991.5,-7.09
12942,240526.66,4211014.43,-7.12
12943,240544.74,4211037.53,-7.15
12944,240562.66,4211060.79,-7.18
12945,240580.38,4211084.23,-7.2
12946,240597.9,4211107.8,-7.22
12947,240615.27,4211131.48,-7.23
12948,240632.54,4211155.22,-7.24
12949,240649.79,4211178.97,-7.24
12950,240667.08,4211202.7,-7.24
12951,240684.44,4211226.39,-7.24
12952,240701.9,4211250.02,-7.23
12953,240719.45,4211273.62,-7.22
12954,240737.06,4211297.21,-7.21
12955,240754.73,4211320.77,-7.19
12956,240772.42,4211344.28,-7.17
12957,240790.14,4211367.74,-7.14
12958,240807.89,4211391.1,-7.11
12959,240825.68,4211414.34,-7.08
12960,240843.51,4211437.44,-7.05
12961,240861.4,4211460.41,-7.01
12962,240879.35,4211483.21,-6.98
12963,240897.37,4211505.91,-6.94
12964,240915.44,4211528.48,-6.9
12965,240933.54,4211550.97,-6.86
12966,240951.65,4211573.39,-6.81
12967,240969.72,4211595.73,-6.77
12968,240987.77,4211617.98,-6.72
12969,241005.8,4211640.13,-6.68
12970,241023.84,4211662.12,-6.63
12971,241041.91,4211683.96,-6.58
12972,241060.04,4211705.65,-6.54
12973,241078.2,4211727.24,-6.49
12974,241096.36,4211748.79,-6.44
12975,241114.47,4211770.34,-6.39
12976,241132.51,4211791.99,-6.35
12977,241150.46,4211813.72,-6.3
12978,241168.35,4211835.53,-6.25
12979,241186.23,4211857.37,-6.2
12980,241204.12,4211879.19,-6.16
12981,241222.04,4211900.95,-6.11
12982,241239.96,4211922.63,-6.07
12983,241257.86,4211944.24,-6.02
12984,241275.71,4211965.77,-5.98
12985,241293.49,4211987.25,-5.94
12986,241311.18,4212008.67,-5.89
12987,241328.82,4212030.04,-5.85
12988,241346.4,4212051.37,-5.82
12989,241363.91,4212072.67,-5.78
12990,241381.34,4212093.98,-5.74
12991,241398.66,4212115.33,-5.71
12992,241415.84,4212136.75,-5.67
12993,241432.92,4212158.24,-5.64
12994,241449.92,4212179.78,-5.6
12995,241466.91,4212201.34,-5.57
12996,241483.95,4212222.87,-5.54
12997,241501.11,4212244.31,-5.51
12998,241518.4,4212265.66,-5.49
12999,241535.8,4212286.91,-5.46
13000,241553.28,4212308.07,-5.43
13001,241570.83,4212329.18,-5.41
13002,241588.4,4212350.25,-5.38
13003,241605.96,4212371.28,-5.36
13004,241623.51,4212392.25,-5.33
13005,241640.99,4212413.17,-5.31
13006,241658.38,4212434.04,-5.29
13007,241675.68,4212454.86,-5.27
13008,241692.86,4212475.62,-5.25
13009,241709.95,4212496.34,-5.23
13010,241727.0,4212516.99,-5.21
13011,241744.07,4212537.58,-5.19
13012,241761.23,4212558.13,-5.17
13013,241778.48,4212578.61,-5.15
13014,241795.83,4212599.08,-5.13
13015,241813.23,4212619.59,-5.11
13016,241830.62,4212640.13,-5.09
13017,241847.92,4212660.78,-5.07
13018,241865.08,4212681.52,-5.05
13019,241882.1,4212702.34,-5.03
13020,241898.96,4212723.22,-5.01
13021,241915.69,4212744.13,-4.99
13022,241932.33,4212765.02,-4.97
13023,241948.92,4212785.91,-4.95
13024,241965.47,4212806.76,-4.94
13025,241982.04,4212827.61,-4.92
13026,241998.64,4212848.46,-4.9
13027,242015.28,4212869.32,-4.87
13028,242031.96,4212890.2,-4.85
13029,242048.68,4212911.08,-4.83
13030,242065.43,4212931.97,-4.81
13031,242082.22,4212952.86,-4.79
13032,242099.04,4212973.75,-4.77
13033,242115.92,4212994.63,-4.74
13034,242132.85,4213015.51,-4.72
13035,242149.88,4213036.4,-4.7
13036,242166.96,4213057.32,-4.67
13037,242184.08,4213078.27,-4.65
13038,242201.18,4213099.26,-4.62
13039,242218.21,4213120.29,-4.6
13040,242235.12,4213141.32,-4.58
13041,242251.91,4213162.33,-4.55
13042,242268.61,4213183.3,-4.53
13043,242285.25,4213204.18,-4.5
13044,242301.87,4213224.98,-4.48
13045,242318.53,4213245.67,-4.45
13046,242335.23,4213266.29,-4.43
13047,242351.97,4213286.85,-4.4
13048,242368.74,4213307.39,-4.38
13049,242385.55,4213327.92,-4.36
13050,242402.4,4213348.45,-4.33
13051,242419.31,4213369.0,-4.31
13052,242436.28,4213389.52,-4.28
13053,242453.33,4213410.03,-4.26
13054,242470.43,4213430.52,-4.23
13055,242487.53,4213451.0,-4.21
13056,242504.6,4213471.49,-4.19
13057,242521.59,4213492.0,-4.16
13058,242538.48,4213512.52,-4.14
13059,242555.26,4213533.04,-4.12
13060,242571.96,4213553.57,-4.1
13061,242588.54,4213574.07,-4.08
13062,242605.02,4213594.57,-4.07
13063,242621.36,4213615.07,-4.05
13064,242637.52,4213635.6,-4.03
13065,242653.51,4213656.18,-4.02
13066,242669.33,4213676.83,-4.01
13067,242685.05,4213697.56,-4.0
13068,242700.78,4213718.35,-3.98
13069,242716.61,4213739.16,-3.97
13070,242732.64,4213759.96,-3.96
13071,242748.94,4213780.75,-3.96
13072,242765.5,4213801.51,-3.95
13073,242782.31,4213822.24,-3.94
13074,242799.31,4213842.96,-3.93
13075,242816.45,4213863.65,-3.92
13076,242833.67,4213884.35,-3.92
13077,242850.96,4213905.02,-3.91
13078,242868.3,4213925.69,-3.91
13079,242885.64,4213946.34,-3.9
13080,242902.95,4213966.99,-3.9
13081,242920.21,4213987.63,-3.9
13082,242937.38,4214008.27,-3.9
13083,242954.45,4214028.91,-3.9
13084,242971.44,4214049.55,-3.9
13085,242988.37,4214070.2,-3.91
13086,243005.28,4214090.86,-3.91
13087,243022.2,4214111.55,-3.92
13088,243039.15,4214132.32,-3.93
13089,243056.13,4214153.16,-3.93
13090,243073.15,4214174.11,-3.94
13091,243090.2,4214195.17,-3.95
13092,243107.31,4214216.29,-3.97
13093,243124.53,4214237.48,-3.98
13094,243141.85,4214258.68,-3.99
13095,243159.3,4214279.88,-4.0
13096,243176.87,4214301.08,-4.02
13097,243194.5,4214322.31,-4.03
13098,243212.15,4214343.6,-4.05
13099,243229.72,4214364.97,-4.06
13100,243247.15,4214386.44,-4.08
13101,243264.4,4214408.01,-4.1
13102,243281.47,4214429.67,-4.12
13103,243298.37,4214451.41,-4.14
13104,243315.14,4214473.2,-4.16
13105,243331.83,4214495.04,-4.18
13106,243348.49,4214516.92,-4.2
13107,243365.18,4214538.79,-4.22
13108,243381.93,4214560.63,-4.24
13109,243398.79,4214582.42,-4.27
13110,243415.75,4214604.13,-4.29
13111,243432.83,4214625.75,-4.31
13112,243450.04,4214647.27,-4.33
13113,243467.34,4214668.72,-4.34
13114,243484.75,4214690.11,-4.36
13115,243502.26,4214711.44,-4.38
13116,243519.91,4214732.72,-4.4
13117,243537.71,4214753.88,-4.41
13118,243555.72,4214774.88,-4.43
13119,243573.97,4214795.72,-4.44
13120,243592.51,4214816.33,-4.45
13121,243611.36,4214836.7,-4.46
13122,243630.57,4214856.83,-4.47
13123,243650.15,4214876.67,-4.47
13124,243670.13,4214896.18,-4.47
13125,243690.51,4214915.33,-4.47
13126,243711.29,4214934.07,-4.47
13127,243732.41,4214952.36,-4.46
13128,243753.85,4214970.2,-4.45
13129,243775.56,4214987.6,-4.44
13130,243797.49,4215004.61,-4.43
13131,243819.62,4215021.27,-4.41
13132,243841.93,4215037.6,-4.39
13133,243864.42,4215053.6,-4.37
13134,243887.13,4215069.23,-4.35
13135,243910.05,4215084.48,-4.33
13136,243693.14,4215257.65,-5.33
13137,243675.62,4215235.33,-5.32
13138,243658.18,4215213.02,-5.3
13139,243640.8,4215190.71,-5.29
13140,243623.42,4215168.44,-5.27
13141,243606.03,4215146.2,-5.26
13142,243588.58,4215124.0,-5.24
13143,243571.09,4215101.78,-5.22
13144,243553.54,4215079.54,-5.21
13145,243535.92,4215057.26,-5.19
13146,243518.24,4215034.99,-5.17
13147,243500.47,4215012.75,-5.15
13148,243482.61,4214990.6,-5.13
13149,243464.68,4214968.59,-5.11
13150,243446.71,4214946.72,-5.09
13151,243428.73,4214924.94,-5.07
13152,243410.8,4214903.22,-5.05
13153,243392.9,4214881.5,-5.03
13154,243375.04,4214859.76,-5.0
13155,243357.17,4214838.02,-4.98
13156,243339.23,4214816.26,-4.96
13157,243321.22,4214794.54,-4.94
13158,243303.14,4214772.87,-4.92
13159,243285.02,4214751.22,-4.9
13160,243266.92,4214729.58,-4.88
13161,243248.83,4214707.89,-4.85
13162,243230.77,4214686.11,-4.83
13163,243212.7,4214664.21,-4.81
13164,243194.6,4214642.18,-4.79
13165,243176.44,4214620.04,-4.77
13166,243158.26,4214597.81,-4.75
13167,243140.09,4214575.51,-4.73
13168,243122.02,4214553.17,-4.71
13169,243104.1,4214530.81,-4.69
13170,243086.37,4214508.46,-4.68
13171,243068.79,4214486.15,-4.66
13172,243051.35,4214463.89,-4.64
13173,243033.92,4214441.7,-4.62
13174,243016.46,4214419.58,-4.61
13175,242998.91,4214397.52,-4.59
13176,242981.28,4214375.51,-4.58
13177,242963.6,4214353.56,-4.57
13178,242945.89,4214331.63,-4.56
13179,242928.18,4214309.75,-4.55
13180,242910.49,4214287.9,-4.54
13181,242892.81,4214266.07,-4.53
13182,242875.13,4214244.28,-4.53
13183,242857.44,4214222.48,-4.52
13184,242839.74,4214200.66,-4.52
13185,242822.02,4214178.82,-4.51
13186,242804.31,4214156.95,-4.51
13187,242786.61,4214135.06,-4.51
13188,242768.9,4214113.15,-4.51
13189,242751.15,4214091.28,-4.51
13190,242733.34,4214069.47,-4.51
13191,242715.42,4214047.74,-4.52
13192,242697.4,4214026.1,-4.52
13193,242679.28,4214004.54,-4.53
13194,242661.08,4213983.04,-4.54
13195,242642.85,4213961.58,-4.55
13196,242624.62,4213940.13,-4.56
13197,242606.44,4213918.61,-4.57
13198,242588.33,4213897.01,-4.58
13199,242570.31,4213875.26,-4.59
13200,242552.37,4213853.34,-4.6
13201,242534.5,4213831.23,-4.61
13202,242516.67,4213808.94,-4.63
13203,242498.84,4213786.53,-4.64
13204,242480.97,4213764.03,-4.65
13205,242463.04,4213741.52,-4.67
13206,242445.03,4213719.06,-4.68
13207,242426.94,4213696.66,-4.7
13208,242408.8,4213674.37,-4.72
13209,242390.62,4213652.14,-4.74
13210,242372.45,4213629.95,-4.75
13211,242354.29,4213607.76,-4.77
13212,242336.16,4213585.53,-4.79
13213,242318.05,4213563.27,-4.81
13214,242299.93,4213540.95,-4.83
13215,242281.81,4213518.59,-4.85
13216,242263.68,4213496.2,-4.87
13217,242245.55,4213473.77,-4.89
13218,242227.47,4213451.35,-4.91
13219,242209.46,4213428.9,-4.93
13220,242191.53,4213406.42,-4.95
13221,242173.72,4213383.9,-4.97
13222,242156.01,4213361.33,-4.98
13223,242138.38,4213338.71,-5.0
13224,242120.81,4213316.04,-5.02
13225,242103.24,4213293.33,-5.03
13226,242085.66,4213270.57,-5.05
13227,242068.02,4213247.82,-5.07
13228,242050.3,4213225.09,-5.08
13229,242032.45,4213202.4,-5.1
13230,242014.45,4213179.78,-5.11
13231,241996.26,4213157.26,-5.13
13232,241977.89,4213134.82,-5.14
13233,241959.35,4213112.46,-5.16
13234,241940.69,4213090.12,-5.17
13235,241921.96,4213067.76,-5.18
13236,241903.24,4213045.33,-5.2
13237,241884.59,4213022.78,-5.21
13238,241866.05,4213000.14,-5.22
13239,241847.62,4212977.4,-5.23
13240,241829.3,4212954.62,-5.23
13241,241811.02,4212931.83,-5.24
13242,241792.77,4212909.08,-5.25
13243,241774.48,4212886.39,-5.26
13244,241756.13,4212863.77,-5.26
13245,241737.7,4212841.21,-5.27
13246,241719.19,4212818.71,-5.27
13247,241700.61,4212796.26,-5.28
13248,241681.95,4212773.83,-5.29
13249,241663.25,4212751.42,-5.29
13250,241644.53,4212728.99,-5.3
13251,241625.82,4212706.51,-5.3
13252,241607.15,4212683.93,-5.3
13253,241588.54,4212661.22,-5.31
13254,241569.99,4212638.38,-5.31
13255,241551.52,4212615.41,-5.32
13256,241533.1,4212592.38,-5.32
13257,241514.72,4212569.34,-5.33
13258,241496.36,4212546.33,-5.34
13259,241478.0,4212523.41,-5.34
13260,241459.6,4212500.62,-5.35
13261,241441.15,4212477.94,-5.36
13262,241422.62,4212455.36,-5.37
13263,241403.99,4212432.83,-5.38
13264,241385.27,4212410.33,-5.39
13265,241366.49,4212387.8,-5.41
13266,241347.64,4212365.19,-5.42
13267,241328.77,4212342.46,-5.44
13268,241309.89,4212319.61,-5.45
13269,241290.99,4212296.63,-5.47
13270,241272.07,4212273.58,-5.49
13271,241253.09,4212250.49,-5.52
13272,241234.06,4212227.39,-5.54
13273,241215.0,4212204.31,-5.57
13274,241195.94,4212181.22,-5.59
13275,241176.97,4212158.04,-5.62
13276,241158.16,4212134.73,-5.65
13277,241139.57,4212111.23,-5.69
13278,241121.17,4212087.54,-5.72
